20-12-2024,16:44,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,CDED,-4,"4,5650",USD,"18,26",USD,"17,55","1,0403","-0,04",,"17,51",15cbf75a-17d3-4657-9b4d-49d17c4bf843
20-12-2024,16:44,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,MSPL,-100,"4,5650",USD,"456,50",USD,"438,82","1,0403","-1,10","-2,00","435,72",15cbf75a-17d3-4657-9b4d-49d17c4bf843
16-12-2024,00:00,PALO ALTO NETWORKS INC,US6974351057,NDQ,,18,"196,5600",USD,"-3538,08",USD,"-3372,50","1,0491","0,00",,"-3372,50",
16-12-2024,00:00,PALO ALTO NETWORKS INC,US6974351057,NDQ,,-9,"393,1200",USD,"3538,08",USD,"3372,50","1,0491","0,00",,"3372,50",
11-12-2024,15:35,SAMSARA INC (PRE-REINCORPORATION) CLASS A,US79589L1061,NSY,XNAS,20,"45,0000",USD,"-900,00",USD,"-856,58","1,0507","-2,14","-2,00","-860,72",8eaaffd4-c0aa-420d-8c6e-2f0807e95dcf
04-12-2024,15:36,ALFEN NV,NL0012817175,EAM,XAMS,-91,"11,3200",EUR,"1030,12",EUR,"1030,12",,"0,00","-3,00","1027,12",3d1ba42c-051d-42cd-bc04-4920da5e73ba
27-11-2024,19:25,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,NDQ,XNAS,3,"343,8000",USD,"-1031,40",USD,"-975,32","1,0575","0,00","-2,00","-977,32",ca570775-2ea5-4a0d-90a4-522db44db47a
27-11-2024,19:25,PALO ALTO NETWORKS INC,US6974351057,NDQ,ARCX,3,"386,6500",USD,"-1159,95",USD,"-1096,78","1,0576","0,00","-2,00","-1098,78",c15f98f9-37bd-4db4-b842-d472f9315419
18-11-2024,11:30,ASML HOLDING NV,NL0010273215,EAM,MESI,1,"620,0000",EUR,"-620,00",EUR,"-620,00",,"0,00",,"-620,00",888b2c28-879e-4b7e-aa2f-bf96c267d872
18-11-2024,11:30,ASML HOLDING NV,NL0010273215,EAM,XAMS,1,"620,0000",EUR,"-620,00",EUR,"-620,00",,"0,00","-3,00","-623,00",888b2c28-879e-4b7e-aa2f-bf96c267d872
18-11-2024,10:57,ASM INTERNATIONAL NV,NL0000334118,EAM,MESI,1,"494,0000",EUR,"-494,00",EUR,"-494,00",,"0,00",,"-494,00",eb3898cb-8c90-41aa-9a8d-6691ea7f22b3
18-11-2024,10:57,ASM INTERNATIONAL NV,NL0000334118,EAM,XAMS,2,"494,0000",EUR,"-988,00",EUR,"-988,00",,"0,00","-3,00","-991,00",eb3898cb-8c90-41aa-9a8d-6691ea7f22b3
14-11-2024,15:38,TRADE DESK INC CLASS A,US88339J1051,NDQ,EDGX,-15,"124,5600",USD,"1868,40",USD,"1768,65","1,0564","0,00","-2,00","1766,65",1bf0f070-d69d-476f-9952-a96e9699ee6a
10-10-2024,19:42,ALPHABET INC CLASS A,US02079K3059,NDQ,ARCX,-20,"162,3000",USD,"3246,00",USD,"2973,07","1,0918","0,00","-2,00","2971,07",8c14c37b-32aa-43e2-8cc7-9007fc73e95a
28-08-2024,15:39,TRADE DESK INC CLASS A,US88339J1051,NDQ,XNAS,15,"103,7500",USD,"-1556,25",USD,"-1399,26","1,1122","-3,50","-2,00","-1404,76",2add8c6b-a943-43d2-aae2-9b2882772328
28-08-2024,15:36,TRADE DESK INC CLASS A,US88339J1051,NDQ,EDGX,-15,"103,8400",USD,"1557,60",USD,"1400,97","1,1118","0,00","-2,00","1398,97",04bb5e2a-43aa-44f2-9c61-f07d7b85520f
16-08-2024,11:54,INVITAE CORPORATION CO,US46185L1035,OTC,,-540,"0,0000",USD,"0,00",USD,"0,00","1,0931","0,00",,"0,00",
15-08-2024,17:14,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNAS,40,"15,8700",USD,"-634,80",USD,"-577,72","1,0988","0,00","-2,00","-579,72",329bb01b-b672-4b65-9aff-2638de761bc5
15-08-2024,17:13,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,CDED,20,"33,4600",USD,"-669,20",USD,"-608,97","1,0989","0,00","-2,00","-610,97",1a40f2e7-49f3-4075-b9e6-fb22ada04054
07-08-2024,15:34,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,NDQ,ARCX,5,"240,5500",USD,"-1202,75",USD,"-1100,82","1,0926","-2,75","-2,00","-1105,57",9237fbae-3854-464b-8390-36ae2473e846
06-08-2024,10:02,ASML HOLDING NV,NL0010273215,EAM,XAMS,1,"767,0000",EUR,"-767,00",EUR,"-767,00",,"0,00","-3,00","-770,00",0ae053ca-7fac-436d-a99a-ade04a9ab2c3
05-08-2024,17:29,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNAS,41,"17,2900",USD,"-708,89",USD,"-646,27","1,0969","-1,62",,"-647,89",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:29,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,XNAS,29,"17,2900",USD,"-501,41",USD,"-457,12","1,0969","-1,14","-2,00","-460,26",9721a869-d849-4fbb-900b-63139d9a2854
05-08-2024,17:23,ISHARES MSCI INDIA UCITS USD (ACC) ETF,IE00BZCQB185,EAM,XAMS,200,"8,9500",EUR,"-1790,00",EUR,"-1790,00",,"0,00","-3,00","-1793,00",5f6b88b0-0a06-4fdd-8e8c-60a565f01693
05-08-2024,17:21,CROWDSTRIKE HOLDINGS INC CLASS A,US22788C1053,NDQ,ARCX,6,"220,4500",USD,"-1322,70",USD,"-1206,08","1,0967","-3,02","-2,00","-1211,10",86cff33e-65c4-4f44-a4f7-5a21a94d6324
05-08-2024,17:21,ASM INTERNATIONAL NV,NL0000334118,EAM,MESI,1,"546,0000",EUR,"-546,00",EUR,"-546,00",,"0,00",,"-546,00",0e5885d0-7e26-4eca-839c-d00a2f0c929e
05-08-2024,17:21,ASM INTERNATIONAL NV,NL0000334118,EAM,XAMS,1,"546,0000",EUR,"-546,00",EUR,"-546,00",,"0,00","-3,00","-549,00",0e5885d0-7e26-4eca-839c-d00a2f0c929e
31-07-2024,16:35,TRADE DESK INC CLASS A,US88339J1051,NDQ,XNAS,8,"90,0000",USD,"-720,00",USD,"-664,27","1,0839","0,00",,"-664,27",b56fb8a2-1a4a-459d-8495-a36b8b35a541
31-07-2024,16:35,TRADE DESK INC CLASS A,US88339J1051,NDQ,XNAS,7,"90,0000",USD,"-630,00",USD,"-581,23","1,0839","0,00","-2,00","-583,23",b56fb8a2-1a4a-459d-8495-a36b8b35a541
31-07-2024,16:25,ASML HOLDING NV,NL0010273215,EAM,EUCC,1,"849,1000",EUR,"-849,10",EUR,"-849,10",,"0,00","-3,00","-852,10",21fbc5be-a052-4d2a-ab1b-2129411c7508
31-07-2024,15:08,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,MESI,10,"120,4000",EUR,"-1204,00",EUR,"-1204,00",,"0,00","-3,00","-1207,00",e60b6335-7d37-4d70-9a8e-5735a2219327
24-07-2024,15:30,TESLA INC,US88160R1014,NDQ,XNAS,-6,"225,0400",USD,"1350,24",USD,"1243,89","1,0855","0,00","-2,00","1241,89",822973bd-a4f0-48af-bf4e-009f6c6dbad2
27-06-2024,11:55,ALFEN NV,NL0012817175,EAM,XAMS,30,"16,8000",EUR,"-504,00",EUR,"-504,00",,"0,00","-3,00","-507,00",013831a4-e3aa-4a5d-b47b-16ddf8a1e171
26-06-2024,16:17,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,MESI,17,"15,7000",EUR,"-266,90",EUR,"-266,90",,"0,00",,"-266,90",8318b6c0-8fa4-4df2-b19d-7990ea261345
26-06-2024,16:17,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,18,"15,7000",EUR,"-282,60",EUR,"-282,60",,"0,00","-3,00","-285,60",8318b6c0-8fa4-4df2-b19d-7990ea261345
07-06-2024,13:25,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,50,"18,8100",EUR,"-940,50",EUR,"-940,50",,"0,00","-3,00","-943,50",f5f998bd-c742-4bb2-9a0c-3f271229423b
28-05-2024,12:49,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,-39,"3,4300",EUR,"133,77",EUR,"133,77",,"0,00",,"133,77",f9c2b7ff-c5b5-42d2-9a0e-aab5aef74eb2
28-05-2024,12:49,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,-191,"3,4300",EUR,"655,13",EUR,"655,13",,"0,00","-3,00","652,13",f9c2b7ff-c5b5-42d2-9a0e-aab5aef74eb2
24-05-2024,15:45,MEITUAN,KYG596691041,TDG,XGAT,-1,"13,6520",EUR,"13,65",EUR,"13,65",,"0,00","-3,90","9,75",d6db3682-fb4b-45ad-8d79-99287a91c438
21-05-2024,10:37,ALFEN NV,NL0012817175,EAM,XAMS,30,"35,0000",EUR,"-1050,00",EUR,"-1050,00",,"0,00","-3,00","-1053,00",3ad8bbc2-3751-4fa3-a4ad-f39123d23664
29-04-2024,16:59,TESLA INC,US88160R1014,NDQ,ARCX,-5,"190,0000",USD,"950,00",USD,"886,78","1,0713","-2,22","-2,00","882,56",6062f4cf-58c2-44d2-811f-663bd4626851
26-04-2024,10:01,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,MESI,5,"132,8000",EUR,"-664,00",EUR,"-664,00",,"0,00",,"-664,00",31a72b36-5d4e-4b05-a2be-fd9b2811ca3d
26-04-2024,10:01,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,XAMS,5,"132,8000",EUR,"-664,00",EUR,"-664,00",,"0,00","-3,00","-667,00",31a72b36-5d4e-4b05-a2be-fd9b2811ca3d
25-04-2024,15:31,BYD CO LTD,CNE100000296,TDG,XGAT,-75,"24,1600",EUR,"1812,00",EUR,"1812,00",,"0,00","-3,90","1808,10",d054dec5-b623-4d0b-a9ec-ee780d2c492e
11-04-2024,20:25,SAMSARA INC (PRE-REINCORPORATION) CLASS A,US79589L1061,NSY,CDED,40,"32,5500",USD,"-1302,00",USD,"-1213,19","1,0732","0,00","-2,00","-1215,19",ab300c0f-4737-45f9-af52-e6cf5c4ba2b1
26-03-2024,12:57,BYD CO LTD,CNE100000296,TDG,XGAT,25,"25,4600",EUR,"-636,50",EUR,"-636,50",,"0,00","-3,90","-640,40",2d361860-e732-4574-b65c-932496140e28
19-03-2024,10:27,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,MESI,10,"145,0000",EUR,"-1450,00",EUR,"-1450,00",,"0,00","-3,00","-1453,00",3b070cad-992a-4a27-a091-6b1888606f27
08-03-2024,17:22,SAMSARA INC (PRE-REINCORPORATION) CLASS A,US79589L1061,NSY,MEMX,-20,"39,0000",USD,"780,00",USD,"712,39","1,0949","0,00","-2,00","710,39",b186e993-cf58-4e6d-be73-00abf3d02559
07-03-2024,15:58,PALO ALTO NETWORKS INC,US6974351057,NDQ,MEMX,2,"281,5000",USD,"-563,00",USD,"-515,81","1,0915","-1,29","-2,00","-519,10",9e6b3db4-66b2-4380-b1ad-87c3feae5eb3
04-03-2024,19:17,PALO ALTO NETWORKS INC,US6974351057,NDQ,ARCX,4,"299,8100",USD,"-1199,24",USD,"-1104,48","1,0858","0,00","-2,00","-1106,48",59ab802d-ba7f-4ff8-a024-f034b41fb25f
04-03-2024,15:56,PALO ALTO NETWORKS INC,US6974351057,NDQ,CDED,-5,"294,7100",USD,"1473,55",USD,"1356,74","1,0861","0,00","-2,00","1354,74",7cd6ee9d-02fd-48b4-80da-ae76b8eb6008
04-03-2024,15:49,SAMSARA INC (PRE-REINCORPORATION) CLASS A,US79589L1061,NSY,CDED,20,"34,8200",USD,"-696,40",USD,"-641,67","1,0853","0,00","-2,00","-643,67",93984fff-64a1-4211-8dde-d144c0d42078
04-03-2024,15:49,PALO ALTO NETWORKS INC,US6974351057,NDQ,EDGX,5,"298,0000",USD,"-1490,00",USD,"-1372,89","1,0853","0,00","-2,00","-1374,89",03ba428b-4683-412c-9bd0-0c8a5c31e1f0
04-03-2024,14:57,ATOS SE,FR0000051732,EPA,XPAR,-405,"2,2830",EUR,"924,62",EUR,"924,62",,"0,00","-4,90","919,72",4fca944e-a094-4bc9-890e-063770c5ac3b
29-02-2024,19:24,UNITY SOFTWARE INC,US91332U1016,NSY,XNYS,-44,"29,5500",USD,"1300,20",USD,"1203,55","1,0803","0,00","-2,00","1201,55",92661982-9001-47ae-ba8d-87ee2b9eeae2
29-02-2024,17:44,CLOUDFLARE INC CLASS A,US18915M1071,NSY,CDED,-12,"97,1900",USD,"1166,28",USD,"1079,29","1,0806","0,00","-2,00","1077,29",c40e3cc5-c1cd-4cca-8b1b-a4bc4c2c74b3
29-02-2024,16:16,CLOUDFLARE INC CLASS A,US18915M1071,NSY,EDGX,12,"98,0000",USD,"-1176,00",USD,"-1084,18","1,0847","-2,71","-2,00","-1088,89",71807b9e-3b8c-4b70-a8b1-7af29ca43309
22-02-2024,14:59,ISHARES CORE S&P 500 UCITS ETF USD (ACC),IE00B5BMR087,EAM,XAMS,5,"490,3500",EUR,"-2451,75",EUR,"-2451,75",,"0,00","-3,00","-2454,75",fb0bfe5a-0227-4015-9cd5-d3b0e12bab5f
21-02-2024,17:43,APPLE INC,US0378331005,NDQ,ARCX,-14,"182,1200",USD,"2549,68",USD,"2357,12","1,0817","-5,89","-2,00","2349,23",aed3785b-f2c7-464f-b3fe-18130bb4bb51
21-02-2024,09:46,ISHARES MSCI INDIA UCITS USD (ACC) ETF,IE00BZCQB185,EAM,XAMS,238,"8,3837",EUR,"-1995,32",EUR,"-1995,32",,"0,00","-3,00","-1998,32",7765eaaf-9779-47c9-9f52-a7ff9355c9b5
16-02-2024,19:23,TRADE DESK INC CLASS A,US88339J1051,NDQ,XNAS,-35,"89,7600",USD,"3141,60",USD,"2915,37","1,0776","0,00","-2,00","2913,37",e95a32f0-6bba-43d4-9961-dd2f5fc8119c
07-02-2024,14:08,INVITAE CORPORATION CO,US46185L1035,OTC,,540,"0,0891",USD,"-48,11",USD,"-43,98","1,0940","0,00",,"-43,98",
07-02-2024,14:08,INVITAE CORPORATION CO,US46185L1035,NSY,,-540,"0,0891",USD,"48,11",USD,"43,98","1,0940","0,00",,"43,98",
06-02-2024,09:05,ISHARES MSCI INDIA UCITS USD (ACC) ETF,IE00BZCQB185,EAM,XAMS,150,"8,2857",EUR,"-1242,86",EUR,"-1242,86",,"0,00","-3,00","-1245,86",07704c11-3b32-4f79-8730-7fbf1e66e8c0
18-01-2024,16:11,CROCS INC,US2270461096,NDQ,SOHO,-10,"99,1717",USD,"991,72",USD,"913,27","1,0859","0,00","-2,00","911,27",b9db7e0e-d807-4203-a10f-adfbd9be2821
15-01-2024,13:39,ATOS SE,FR0000051732,EPA,XPAR,100,"4,2260",EUR,"-422,60",EUR,"-422,60",,"0,00","-4,90","-427,50",1279d248-0425-4940-95be-fdb9270ec914
12-01-2024,15:37,ATOS SE,FR0000051732,EPA,XPAR,100,"5,2480",EUR,"-524,80",EUR,"-524,80",,"0,00","-4,90","-529,70",0051d939-c7cb-4229-9471-e727d828c8c6
08-01-2024,14:25,BYD CO LTD,CNE100000296,TDG,XGAT,50,"24,0000",EUR,"-1200,00",EUR,"-1200,00",,"0,00","-3,90","-1203,90",769e8372-c064-4d34-9038-1e697f849eb4
03-01-2024,14:06,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,MESI,-6,"131,7500",EUR,"790,50",EUR,"790,50",,"0,00",,"790,50",64358f60-0f1a-45e7-b200-0eada546cab8
03-01-2024,14:06,BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,EAM,XAMS,-7,"131,7500",EUR,"922,25",EUR,"922,25",,"0,00","-3,00","919,25",64358f60-0f1a-45e7-b200-0eada546cab8
03-01-2024,11:30,ALFEN NV,NL0012817175,EAM,XAMS,-20,"54,0000",EUR,"1080,00",EUR,"1080,00",,"0,00","-3,00","1077,00",ac287510-eb90-4074-a815-987c46926c65
28-12-2023,15:42,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,100,"7,9900",EUR,"-799,00",EUR,"-799,00",,"0,00","-3,00","-802,00",e2e44bf5-5f70-4f1c-8698-e4aa7c49e1b5
22-12-2023,15:41,SUNRUN INC,US86771W1053,NDQ,EDGX,-30,"19,6000",USD,"588,00",USD,"532,85","1,1035","0,00","-2,00","530,85",8f121a6c-1545-496e-be5f-19e2735cc74f
22-12-2023,15:38,SUNRUN INC,US86771W1053,NDQ,XNAS,-36,"19,5500",USD,"703,80",USD,"637,96","1,1032","0,00","-2,00","635,96",86d66d9e-108f-47a7-a16a-26414ee22ff2
20-12-2023,21:41,FORTINET INC,US34959E1091,NDQ,ARCX,-20,"57,4500",USD,"1149,00",USD,"1050,08","1,0942","0,00","-2,00","1048,08",ec213264-1c6a-4a42-a374-66a69202feac
06-12-2023,12:10,ATOS SE,FR0000051732,EPA,XPAR,85,"5,8600",EUR,"-498,10",EUR,"-498,10",,"0,00","-4,90","-503,00",6edc8628-b7e2-4bfe-91ef-70ba6cab4fc3
27-11-2023,16:17,ISHARES CORE S&P 500 UCITS ETF USD (ACC),IE00B5BMR087,EAM,XAMS,10,"436,1100",EUR,"-4361,10",EUR,"-4361,10",,"0,00","-3,00","-4364,10",622e190c-8810-4be2-9350-ec301e163b45
27-11-2023,16:10,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS ETF USD D,IE00B8GKDB10,EAM,XAMS,-32,"54,6000",EUR,"1747,20",EUR,"1747,20",,"0,00","-1,00","1746,20",e8c45398-3f29-4789-a172-348beea53e72
27-11-2023,16:09,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-17,"103,9200",EUR,"1766,64",EUR,"1766,64",,"0,00",,"1766,64",2ac2fe5b-f294-496a-a762-3ccf32e8d1ba
27-11-2023,16:09,VANGUARD FTSE ALL-WORLD UCITS ETF USD DIS,IE00B3RBWM25,EAM,XAMS,-1,"103,9200",EUR,"103,92",EUR,"103,92",,"0,00","-1,00","102,92",2ac2fe5b-f294-496a-a762-3ccf32e8d1ba
24-11-2023,12:45,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,CEUX,20,"20,9800",EUR,"-419,60",EUR,"-419,60",,"0,00",,"-419,60",e0d20a0e-85c4-419b-9b7d-2ac88e5f9cda
24-11-2023,12:45,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,5,"20,9800",EUR,"-104,90",EUR,"-104,90",,"0,00","-3,00","-107,90",e0d20a0e-85c4-419b-9b7d-2ac88e5f9cda
14-11-2023,11:34,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,50,"10,1000",EUR,"-505,00",EUR,"-505,00",,"0,00","-4,90","-509,90",32005ced-f5c9-4183-a8ad-571175f5766b
13-11-2023,16:44,ALFEN NV,NL0012817175,EAM,XAMS,-30,"44,6300",EUR,"1338,90",EUR,"1338,90",,"0,00","-3,00","1335,90",3e027720-29e9-45f1-b33a-08ec93637862
10-11-2023,20:49,TRADE DESK INC CLASS A,US88339J1051,NDQ,XNAS,15,"65,0000",USD,"-975,00",USD,"-912,84","1,0681","0,00","-2,00","-914,84",c8b40387-ce7b-44d9-b0bd-243dff248364
10-11-2023,15:52,ON SEMICONDUCTOR CORP,US6821891057,NDQ,MEMX,-8,"66,0000",USD,"528,00",USD,"494,66","1,0674","0,00","-2,00","492,66",9f86759f-022d-4eea-a48e-cd171d8ffdf0
10-11-2023,15:37,ADR ON TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,US8740391003,NSY,XNAS,-15,"95,0000",USD,"1425,00",USD,"1334,64","1,0677","0,00","-2,00","1332,64",7f658e65-9c78-4974-9ad0-cb274e85b686
02-11-2023,16:00,FORTINET INC,US34959E1091,NDQ,ARCX,20,"57,5000",USD,"-1150,00",USD,"-1081,03","1,0638","0,00","-2,00","-1083,03",8299289c-ecbc-4e3d-bb9b-d3fe4cf66484
25-10-2023,12:26,ADYEN NV,NL0012969182,EAM,MESI,1,"628,5000",EUR,"-628,50",EUR,"-628,50",,"0,00","-3,00","-631,50",6016f624-1801-4188-a53b-93d0363c18d2
23-10-2023,16:18,VIVORYON THERAPEUTICS NV,NL00150002Q7,EAM,XAMS,60,"8,1800",EUR,"-490,80",EUR,"-490,80",,"0,00","-3,00","-493,80",f86df698-8cf9-4940-afb7-bc8d46f4c7ce
17-10-2023,09:01,ADYEN NV,NL0012969182,EAM,MESI,1,"716,0000",EUR,"-716,00",EUR,"-716,00",,"0,00",,"-716,00",bd717395-dbe0-4448-838e-b7d08b1bfee4
17-10-2023,09:01,ADYEN NV,NL0012969182,EAM,XAMS,1,"716,0000",EUR,"-716,00",EUR,"-716,00",,"0,00","-3,00","-719,00",bd717395-dbe0-4448-838e-b7d08b1bfee4
16-10-2023,16:54,UNITY SOFTWARE INC,US91332U1016,NSY,MEMX,20,"27,8500",USD,"-557,00",USD,"-528,11","1,0547","0,00","-2,00","-530,11",2bfa5ab1-7686-48dc-9e80-de614a769019
16-10-2023,16:49,VANECK SEMICONDUCTOR UCITS ETF USD A,IE00BMC38736,MIL,MSEU,100,"26,4100",EUR,"-2641,00",EUR,"-2641,00",,"0,00","-1,00","-2642,00",07914ae2-551f-4dc3-a9fa-134e9256fe9b
16-10-2023,16:49,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,30,"53,1450",USD,"-1594,35",USD,"-1510,80","1,0553","0,00","-2,00","-1512,80",13c0897b-d1d3-45dc-bf74-798dd5c82f8d
13-10-2023,16:19,ALFEN NV,NL0012817175,EAM,XAMS,3,"34,5300",EUR,"-103,59",EUR,"-103,59",,"0,00",,"-103,59",e6540864-d27d-4a4e-89b6-381df5f31f6f
13-10-2023,16:19,ALFEN NV,NL0012817175,EAM,XAMS,17,"34,5300",EUR,"-587,01",EUR,"-587,01",,"0,00","-3,00","-590,01",e6540864-d27d-4a4e-89b6-381df5f31f6f
29-09-2023,10:09,VANECK SEMICONDUCTOR UCITS ETF USD A,IE00BMC38736,MIL,ETFP,20,"25,5800",EUR,"-511,60",EUR,"-511,60",,"0,00",,"-511,60",7c5220ba-ca83-4524-a22c-6ac42358ad94
29-09-2023,10:09,VANECK SEMICONDUCTOR UCITS ETF USD A,IE00BMC38736,MIL,ETFP,50,"25,5800",EUR,"-1279,00",EUR,"-1279,00",,"0,00",,"-1279,00",7c5220ba-ca83-4524-a22c-6ac42358ad94
29-09-2023,10:09,VANECK SEMICONDUCTOR UCITS ETF USD A,IE00BMC38736,MIL,ETFP,50,"25,5800",EUR,"-1279,00",EUR,"-1279,00",,"0,00","-1,00","-1280,00",7c5220ba-ca83-4524-a22c-6ac42358ad94
15-09-2023,16:54,VNGRD FTSE ALL-WLD HGH DIV YLD UCITS ETF USD D,IE00B8GKDB10,EAM,XAMS,1,"56,5000",EUR,"-56,50",EUR,"-56,50",,"0,00","-1,00","-57,50",a9871c4f-c405-4646-9a6a-0bea8ad36e06
31-08-2023,16:00,SALESFORCE INC,US79466L3024,NSY,XNYS,-6,"227,0000",USD,"1362,00",USD,"1255,42","1,0849","0,00","-2,00","1253,42",e13a8780-3f57-4a20-b653-0e54a685e68b
24-08-2023,15:49,HIMS & HERS HEALTH INC CLASS A,US4330001060,NSY,CDED,60,"6,7800",USD,"-406,80",USD,"-375,35","1,0838","0,00","-2,00","-377,35",c8f114fb-d554-4a78-a23f-9e7a53e0cebe
24-08-2023,15:48,META PLATFORMS INC CLASS A,US30303M1027,NDQ,MSCO,4,"295,7300",USD,"-1182,92",USD,"-1091,25","1,0840","0,00","-2,00","-1093,25",ae28078c-f17c-4b73-a931-8743d38ad3af
24-08-2023,15:42,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,XNAS,2,"27,8000",USD,"-55,60",USD,"-51,34","1,0830","0,00",,"-51,34",ad820086-0221-4b7e-81b3-e0a934c7f471
24-08-2023,15:42,DRAFTKINGS INC CLASS A,US26142V1052,NDQ,XNAS,28,"27,8000",USD,"-778,40",USD,"-718,74","1,0830","0,00","-2,00","-720,74",ad820086-0221-4b7e-81b3-e0a934c7f471
24-08-2023,15:41,INVITAE CORPORATION CO,US46185L1035,NSY,CDED,300,"0,9118",USD,"-273,54",USD,"-252,53","1,0832","0,00","-2,00","-254,53",38903862-3c93-4c5e-9756-24284489e3d8
24-08-2023,15:38,UNITY SOFTWARE INC,US91332U1016,NSY,XNYS,10,"34,6300",USD,"-346,30",USD,"-319,88","1,0826","0,00","-2,00","-321,88",f5074e51-e19a-41f7-b796-6404d5584ce6
24-08-2023,15:37,ADR ON TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,US8740391003,NSY,MEMX,15,"95,2500",USD,"-1428,75",USD,"-1319,74","1,0826","0,00","-2,00","-1321,74",83422606-ca09-4bd9-babc-3c779a6093f2
24-08-2023,15:35,CROCS INC,US2270461096,NDQ,XNAS,10,"98,3700",USD,"-983,70",USD,"-908,81","1,0824","0,00","-2,00","-910,81",0e02e332-b108-46db-a0a3-92f6fa0e76d6
24-08-2023,15:34,ALPHABET INC CLASS A,US02079K3059,NDQ,EDGX,10,"133,0000",USD,"-1330,00",USD,"-1228,41","1,0827","0,00","-2,00","-1230,41",3ef30c4b-49bc-4efc-8125-e089209493ba
24-08-2023,15:32,SHOPIFY INC. CLASS A S,CA82509L1076,NSY,CDED,15,"56,6900",USD,"-850,35",USD,"-785,40","1,0827","0,00","-2,00","-787,40",a6b07eb2-547f-4e03-89eb-c3b5d90e8254
24-08-2023,15:31,MICROSOFT CORP,US5949181045,NDQ,EDGX,4,"331,0000",USD,"-1324,00",USD,"-1222,53","1,0830","0,00","-2,00","-1224,53",269355de-1b3b-4f9d-b847-961d9accef63
24-08-2023,15:31,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,35,"12,9600",EUR,"-453,60",EUR,"-453,60",,"0,00","-4,90","-458,50",1bebedb3-42d7-4007-aa75-8015fc5bb47f
24-08-2023,15:24,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XTXE,16,"31,6100",EUR,"-505,76",EUR,"-505,76",,"0,00",,"-505,76",838ad5a2-cb98-4d0f-b709-bcc9fbc56caf
24-08-2023,15:24,AMG CRITICAL MATERIALS NV,NL0000888691,EAM,XAMS,4,"31,6100",EUR,"-126,44",EUR,"-126,44",,"0,00","-3,00","-129,44",838ad5a2-cb98-4d0f-b709-bcc9fbc56caf
24-08-2023,15:24,ATOS SE,FR0000051732,EPA,XPAR,50,"6,8500",EUR,"-342,50",EUR,"-342,50",,"0,00","-4,90","-347,40",619976d1-e066-4e47-8830-6cc28dc6087d
30-06-2023,16:33,ADR ON NIO INC CLASS A ORD SHS,US62914V1061,NSY,CDED,50,"9,9600",USD,"-498,00",USD,"-455,92","1,0923","0,00","-2,00","-457,92",a2e7b35d-52b1-4c34-a961-59b031b0153b
30-06-2023,11:46,SIEMENS ENERGY AG,DE000ENER6Y0,XET,XETA,32,"16,1800",EUR,"-517,76",EUR,"-517,76",,"0,00","-4,90","-522,66",8003df05-fde6-47bf-9091-a0b3d9286f70
28-06-2023,17:01,ALFEN NV,NL0012817175,EAM,XAMS,17,"57,5000",EUR,"-977,50",EUR,"-977,50",,"0,00","-3,00","-980,50",4f26df88-47f6-40b2-845c-e00608b934d7
22-06-2023,17:23,SUNRUN INC,US86771W1053,NDQ,MEMX,32,"17,8000",USD,"-569,60",USD,"-519,76","1,0959","0,00","-2,00","-521,76",701067b1-0ad1-4ba2-b043-6b9002f7096e
